 ,X,Y,resin.duct.count
1,0.68,2.79,0
2,0.679,2.775,8
3,0.67,2.745,15
4,0.657,2.694,8
5,0.656,2.676,22
6,0.66,2.638,4
7,0.663,2.623,24
8,0.67,2.59,11
9,0.666,2.557,17
10,0.672,2.501,9
11,0.676,2.451,6
12,0.668,2.423,12
13,0.675,2.346,17
14,0.673,2.233,18
15,0.668,2.135,14
16,0.667,2.01,11
17,0.672,1.932,1
18,0.673,1.887,7
19,0.679,1.818,16
20,0.678,1.703,14
21,0.683,1.57,14
22,0.685,1.477,1
23,0.682,1.444,4
24,0.677,1.413,6
25,0.674,1.383,14
26,0.668,1.305,1
27,0.668,1.28,8
28,0.662,1.224,15
29,0.659,1.156,8
30,0.661,1.121,1
31,0.674,1.103,5
32,0.667,1.071,11
33,0.648,0.976,10
34,0.647,0.898,3
35,0.637,0.853,26
36,0.669,0.69,0
37,0.67,0.639,20
38,0.671,0.552,11
39,0.668,0.424,4
40,0.676,0.398,3
41,0.676,0.385,13
42,0.67,0.328,4
43,0.669,0.289,10
44,0.672,0.234,
