 ,X,Y,resin.duct.count
1,0.291,3.101,NA
2,0.332,3.095,NA
3,0.392,3.088,NA
4,0.427,3.069,NA
5,0.45,3.047,NA
6,0.491,3,8
7,0.529,2.94,30
8,0.572,2.831,31
9,0.621,2.698,33
10,0.664,2.52,34
11,0.669,2.357,21
12,0.676,2.198,17
13,0.682,2.106,14
14,0.688,2.052,12
15,0.691,1.95,15
16,0.703,1.851,24
17,0.701,1.703,1
18,0.707,1.662,6
19,0.713,1.629,9
20,0.712,1.588,11
21,0.716,1.518,21
22,0.709,1.363,6
23,0.704,1.298,16
24,0.701,1.212,13
25,0.698,1.16,11
26,0.698,1.099,8
27,0.702,1.056,0
28,0.699,1.019,15
29,0.689,0.908,17
30,0.683,0.747,6
31,0.671,0.675,17
32,0.667,0.537,7
33,0.658,0.497,11
34,0.659,0.438,12
35,0.679,0.344,6
36,0.695,0.32,4
37,0.695,0.306,3
38,0.689,0.271,
