 ,X,Y,resin.duct.count
1,0.495,5.859,0
2,0.495,5.85,6
3,0.497,5.823,10
4,0.499,5.797,1
5,0.501,5.789,9
6,0.501,5.769,16
7,0.501,5.744,16
8,0.497,5.723,8
9,0.501,5.705,15
10,0.501,5.69,13
11,0.499,5.672,15
12,0.497,5.626,19
13,0.483,5.564,8
14,0.483,5.518,18
15,0.491,5.451,18
16,0.486,5.383,14
17,0.498,5.328,9
18,0.495,5.269,13
19,0.492,5.116,39
20,0.516,4.967,9
21,0.533,4.904,22
22,0.519,4.798,13
23,0.524,4.723,4
24,0.521,4.68,17
25,0.532,4.616,11
26,0.542,4.522,5
27,0.537,4.476,10
28,0.547,4.423,10
29,0.545,4.37,17
30,0.531,4.283,5
31,0.531,4.236,17
32,0.528,4.146,8
33,0.526,4.102,19
34,0.53,3.979,10
35,0.53,3.914,11
36,0.516,3.869,17
37,0.535,3.771,16
38,0.526,3.628,21
39,0.536,3.492,24
40,0.527,3.308,10
41,0.528,3.201,5
42,0.531,3.149,13
43,0.528,3.05,15
44,0.538,2.906,16
45,0.536,2.731,22
46,0.525,2.553,2
47,0.519,2.493,11
48,0.525,2.439,0
49,0.519,2.396,16
50,0.519,2.272,0
51,0.523,2.232,11
52,0.504,2.137,8
53,0.513,2.06,9
54,0.515,2.008,2
55,0.526,1.975,8
56,0.523,1.917,16
57,0.524,1.721,17
58,0.515,1.576,8
59,0.53,1.475,22
60,0.534,1.222,10
61,0.542,1.123,13
62,0.54,0.982,15
63,0.547,0.813,0
64,0.547,0.783,14
65,0.555,0.626,36
66,0.525,0.509,22
67,0.531,0.439,5
68,0.52,0.394,
