 ,X,Y,resin.duct.count
1,0.341,3.426,0
2,0.338,3.387,12
3,0.341,3.336,15
4,0.345,3.263,30
5,0.371,3.188,19
6,0.381,3.13,20
7,0.403,3.047,1
8,0.432,3,17
9,0.435,2.962,13
10,0.449,2.913,4
11,0.452,2.895,11
12,0.457,2.86,0
13,0.458,2.835,4
14,0.459,2.801,13
15,0.467,2.757,5
16,0.474,2.726,4
17,0.476,2.695,2
18,0.478,2.686,5
19,0.475,2.669,18
20,0.478,2.659,5
21,0.474,2.639,14
22,0.48,2.573,12
23,0.487,2.515,11
24,0.498,2.452,15
25,0.5,2.395,0
26,0.499,2.36,2
27,0.5,2.343,1
28,0.501,2.329,8
29,0.504,2.3,10
30,0.504,2.223,20
31,0.521,2.057,16
32,0.537,1.924,20
33,0.537,1.806,13
34,0.538,1.721,8
35,0.54,1.662,11
36,0.549,1.592,3
37,0.537,1.557,6
38,0.555,1.499,11
39,0.558,1.431,9
40,0.552,1.363,7
41,0.552,1.328,3
42,0.548,1.285,10
43,0.545,1.268,1
44,0.547,1.236,3
45,0.545,1.192,6
46,0.545,1.164,7
47,0.539,1.144,5
48,0.542,1.121,10
49,0.546,1.062,5
50,0.546,1.004,8
51,0.546,0.947,1
52,0.548,0.922,1
53,0.551,0.905,6
54,0.554,0.886,15
55,0.558,0.84,1
56,0.559,0.824,8
57,0.56,0.798,1
58,0.557,0.776,10
59,0.557,0.742,5
60,0.556,0.723,6
61,0.568,0.677,0
62,0.565,0.648,1
63,0.561,0.6,8
64,0.555,0.582,2
65,0.558,0.568,9
66,0.556,0.53,0
67,0.563,0.478,10
68,0.557,0.448,2
69,0.568,0.415,6
70,0.568,0.389,1
71,0.567,0.365,7
72,0.567,0.344,6
73,0.566,0.326,9
74,0.567,0.283,
