 ,X,Y,resin.duct.count
1,0.576,1.903,0
2,0.576,1.868,14
3,0.578,1.838,17
4,0.577,1.793,31
5,0.585,1.727,29
6,0.583,1.683,18
7,0.578,1.652,4
8,0.578,1.643,10
9,0.577,1.59,14
10,0.58,1.557,4
11,0.58,1.527,5
12,0.578,1.51,9
13,0.578,1.488,2
14,0.585,1.476,4
15,0.58,1.45,28
16,0.582,1.37,8
17,0.577,1.338,4
18,0.58,1.329,11
19,0.581,1.293,24
20,0.588,1.233,27
21,0.597,1.162,12
22,0.612,1.107,14
23,0.612,1.059,7
24,0.64,1.039,1
25,0.643,1.033,7
26,0.643,1.028,13
27,0.633,0.963,19
28,0.628,0.901,19
29,0.629,0.85,13
30,0.633,0.804,1
31,0.633,0.79,4
32,0.634,0.78,4
33,0.633,0.756,2
34,0.634,0.727,7
35,0.63,0.706,1
36,0.631,0.683,3
37,0.628,0.662,3
38,0.628,0.653,4
39,0.626,0.639,1
40,0.626,0.623,1
41,0.622,0.58,3
42,0.623,0.556,7
43,0.623,0.54,2
44,0.623,0.505,3
45,0.624,0.457,10
46,0.623,0.435,0
47,0.623,0.412,2
48,0.618,0.391,2
49,0.615,0.381,3
50,0.616,0.373,8
51,0.617,0.344,2
52,0.617,0.31,8
53,0.617,0.279,0
54,0.615,0.271,2
55,0.614,0.251,0
56,0.614,0.245,4
57,0.615,0.235,0
58,0.615,0.229,2
59,0.613,0.225,0
60,0.615,0.213,6
61,0.609,0.166,1
62,0.61,0.153,
