 ,X,Y,resin.duct.count
1,0.083,3.188,0
2,0.083,3.138,12
3,0.084,3.113,12
4,0.088,3.084,24
5,0.095,3.035,20
6,0.1,2.978,29
7,0.094,2.827,13
8,0.106,2.714,25
9,0.105,2.525,15
10,0.088,2.461,0
11,0.088,2.451,23
12,0.096,2.363,18
13,0.096,2.163,0
14,0.094,2.148,3
15,0.096,2.104,1
16,0.097,2.073,15
17,0.095,2.023,17
18,0.094,1.96,22
19,0.113,1.842,0
20,0.116,1.806,21
21,0.117,1.678,9
22,0.118,1.576,0
23,0.124,1.543,17
24,0.132,1.468,19
25,0.13,1.362,13
26,0.138,1.258,17
27,0.153,1.128,17
28,0.161,1.034,1
29,0.153,1.008,15
30,0.158,0.921,0
31,0.158,0.91,0
32,0.158,0.894,2
33,0.158,0.876,18
34,0.158,0.808,8
35,0.153,0.725,17
36,0.158,0.663,1
37,0.158,0.652,1
38,0.156,0.606,7
39,0.152,0.572,12
40,0.153,0.522,0
41,0.152,0.51,9
42,0.152,0.489,1
43,0.143,0.459,11
44,0.146,0.413,4
45,0.151,0.387,3
46,0.147,0.373,6
47,0.15,0.356,1
48,0.15,0.348,
