 ,X,Y,resin.duct.count
1,0.68,2.298,0
2,0.693,2.264,11
3,0.709,2.209,10
4,0.715,2.169,20
5,0.71,2.067,16
6,0.697,2.012,17
7,0.691,1.936,13
8,0.685,1.857,9
9,0.682,1.823,11
10,0.668,1.755,10
11,0.664,1.714,17
12,0.664,1.655,12
13,0.661,1.592,14
14,0.659,1.528,3
15,0.652,1.498,6
16,0.653,1.489,3
17,0.65,1.468,7
18,0.645,1.441,10
19,0.647,1.401,8
20,0.648,1.379,0
21,0.645,1.37,14
22,0.638,1.313,15
23,0.65,1.212,12
24,0.654,1.119,2
25,0.633,1.097,15
26,0.636,1.008,3
27,0.619,0.959,11
28,0.606,0.897,10
29,0.61,0.843,8
30,0.612,0.791,1
31,0.624,0.776,10
32,0.63,0.715,0
33,0.621,0.705,5
34,0.621,0.692,10
35,0.621,0.647,10
36,0.616,0.599,0
37,0.616,0.589,11
38,0.614,0.516,4
39,0.614,0.494,4
40,0.624,0.46,20
41,0.623,0.35,14
42,0.616,0.285,4
43,0.619,0.265,7
44,0.621,0.204,11
45,0.623,0.131,
