 ,X,Y,resin.duct.count
1,0.762,1.686,0
2,0.758,1.67,10
3,0.754,1.65,12
4,0.75,1.618,14
5,0.738,1.589,17
6,0.73,1.558,15
7,0.722,1.536,13
8,0.725,1.515,18
9,0.718,1.481,20
10,0.715,1.457,23
11,0.714,1.406,21
12,0.707,1.359,20
13,0.701,1.327,23
14,0.696,1.273,17
15,0.69,1.218,22
16,0.68,1.152,14
17,0.673,1.108,10
18,0.671,1.071,9
19,0.67,1.042,10
20,0.665,0.998,8
21,0.667,0.959,15
22,0.667,0.917,15
23,0.66,0.882,1
24,0.646,0.866,12
25,0.66,0.84,10
26,0.659,0.81,15
27,0.653,0.772,10
28,0.66,0.74,12
29,0.652,0.7,12
30,0.653,0.672,12
31,0.652,0.621,12
32,0.649,0.589,7
33,0.65,0.567,18
34,0.664,0.523,11
35,0.667,0.482,10
36,0.662,0.454,21
37,0.659,0.386,6
38,0.658,0.365,14
39,0.655,0.339,13
40,0.668,0.307,4
41,0.668,0.3,18
42,0.67,0.278,8
43,0.672,0.264,10
44,0.665,0.224,
