 ,X,Y,resin.duct.count
1,0.996,2.821,0
2,0.996,2.811,4
3,0.996,2.789,13
4,1,2.761,17
5,1.002,2.732,15
6,0.999,2.708,10
7,0.997,2.671,7
8,0.995,2.645,14
9,1.005,2.589,18
10,1,2.545,4
11,0.995,2.496,13
12,0.995,2.464,1
13,0.996,2.445,12
14,0.999,2.399,7
15,1.003,2.353,18
16,1,2.278,0
17,1.001,2.258,11
18,1.001,2.219,3
19,1.006,2.195,2
20,1.008,2.167,0
21,1.009,2.14,3
22,1.01,2.125,14
23,1.009,2.097,8
24,1.01,2.063,1
25,1.02,2.024,1
26,1.024,1.988,1
27,1.032,1.956,4
28,1.03,1.929,10
29,1.028,1.897,11
30,1.023,1.844,3
31,1.022,1.805,15
32,1.023,1.736,2
33,1.021,1.669,16
34,1.017,1.611,1
35,1.014,1.575,2
36,1.017,1.558,7
37,1.02,1.524,5
38,1.017,1.472,3
39,1.018,1.429,12
40,1.018,1.387,4
41,1.023,1.349,2
42,1.032,1.328,15
43,1.028,1.259,0
44,1.023,1.216,5
45,1.025,1.185,13
46,1.049,1.134,1
47,1.046,1.087,4
48,1.042,1.019,13
49,1.038,0.937,6
50,1.037,0.868,0
51,1.032,0.844,2
52,1.032,0.823,16
53,1.03,0.764,0
54,1.027,0.725,3
55,1.022,0.706,17
56,1.023,0.658,0
57,1.021,0.633,8
58,1.014,0.603,9
59,1.021,0.584,5
60,1.018,0.558,1
61,1.014,0.535,2
62,1.015,0.512,9
63,1.016,0.489,3
64,1.013,0.473,9
65,1.015,0.43,0
66,1.017,0.414,0
67,1.017,0.394,5
68,1.016,0.362,8
69,1.019,0.331,0
70,1.023,0.323,2
71,1.024,0.309,4
72,1.026,0.299,4
73,1.023,0.26,
