 ,X,Y,resin.duct.count
1,0.957,2.417,0
2,0.936,2.396,3
3,0.922,2.344,21
4,0.89,2.264,19
5,0.865,2.186,17
6,0.848,2.027,21
7,0.841,1.931,11
8,0.825,1.891,7
9,0.79,1.836,15
10,0.783,1.744,15
11,0.778,1.601,16
12,0.772,1.485,2
13,0.774,1.448,16
14,0.776,1.402,6
15,0.773,1.365,17
16,0.784,1.294,7
17,0.782,1.261,11
18,0.787,1.192,11
19,0.79,1.162,0
20,0.797,1.149,1
21,0.8,1.123,14
22,0.81,1.094,12
23,0.816,1.054,15
24,0.812,0.911,13
25,0.778,0.821,6
26,0.775,0.769,16
27,0.769,0.689,19
28,0.788,0.552,15
29,0.774,0.5,16
30,0.772,0.415,13
31,0.792,0.308,8
32,0.792,0.304,8
33,0.796,0.288,6
34,0.791,0.268,14
35,0.804,0.195,
