 ,X,Y,resin.duct.count
1,0.333,5.712,NA
2,0.357,5.712,NA
3,0.408,5.704,NA
4,0.439,5.682,NA
5,0.475,5.598,10
6,0.46,5.495,8
7,0.462,5.461,10
8,0.47,5.429,5
9,0.471,5.417,2
10,0.473,5.406,3
11,0.473,5.391,6
12,0.483,5.366,11
13,0.488,5.347,17
14,0.492,5.313,23
15,0.502,5.269,16
16,0.506,5.25,7
17,0.507,5.239,6
18,0.508,5.223,11
19,0.508,5.191,11
20,0.508,5.177,24
21,0.51,5.148,18
22,0.512,5.115,13
23,0.52,5.095,16
24,0.522,5.072,20
25,0.53,5.039,14
26,0.538,5,7
27,0.54,4.97,10
28,0.544,4.945,9
29,0.551,4.917,15
30,0.556,4.885,7
31,0.556,4.862,18
32,0.561,4.831,8
33,0.566,4.789,15
34,0.566,4.762,5
35,0.572,4.737,12
36,0.576,4.721,3
37,0.576,4.714,4
38,0.578,4.705,15
39,0.58,4.682,9
40,0.581,4.667,21
41,0.581,4.634,14
42,0.582,4.6,4
43,0.581,4.585,10
44,0.584,4.573,6
45,0.586,4.558,15
46,0.586,4.523,6
47,0.588,4.505,5
48,0.591,4.487,4
49,0.59,4.479,5
50,0.593,4.455,19
51,0.598,4.397,8
52,0.596,4.345,17
53,0.601,4.3,8
54,0.6,4.262,10
55,0.601,4.24,6
56,0.608,4.227,9
57,0.608,4.217,0
58,0.608,4.209,6
59,0.61,4.192,6
60,0.611,4.18,5
61,0.609,4.162,8
62,0.608,4.142,5
63,0.61,4.129,8
64,0.615,4.112,2
65,0.614,4.103,2
66,0.61,4.088,4
67,0.61,4.082,1
68,0.611,4.077,6
69,0.608,4.066,7
70,0.608,4.045,10
71,0.608,4.012,6
72,0.609,3.98,9
73,0.606,3.95,2
74,0.605,3.941,5
75,0.608,3.929,4
76,0.608,3.91,6
77,0.608,3.892,12
78,0.61,3.874,11
79,0.607,3.838,8
80,0.609,3.806,11
81,0.607,3.773,13
82,0.607,3.736,3
83,0.606,3.718,2
84,0.608,3.711,6
85,0.608,3.698,9
86,0.605,3.678,12
87,0.607,3.648,8
88,0.607,3.627,8
89,0.603,3.6,8
90,0.603,3.574,6
91,0.603,3.534,15
92,0.603,3.497,8
93,0.601,3.47,4
94,0.599,3.446,15
95,0.598,3.41,11
96,0.595,3.377,11
97,0.601,3.337,9
98,0.605,3.304,9
99,0.606,3.289,8
100,0.606,3.269,6
101,0.601,3.236,12
102,0.606,3.202,7
103,0.605,3.187,9
104,0.609,3.166,6
105,0.605,3.137,3
106,0.609,3.115,4
107,0.609,3.093,11
108,0.611,3.059,7
109,0.613,3.034,14
110,0.61,2.981,0
111,0.614,2.966,1
112,0.614,2.944,6
113,0.617,2.913,7
114,0.622,2.891,2
115,0.623,2.884,4
116,0.621,2.863,15
117,0.619,2.82,19
118,0.618,2.736,13
119,0.623,2.69,5
120,0.625,2.662,15
121,0.626,2.613,7
122,0.626,2.579,8
123,0.625,2.56,6
124,0.624,2.539,10
125,0.625,2.509,7
126,0.623,2.475,2
127,0.62,2.463,0
128,0.622,2.448,12
129,0.62,2.406,12
130,0.613,2.366,9
131,0.602,2.337,3
132,0.598,2.318,3
133,0.6,2.305,10
134,0.6,2.275,6
135,0.595,2.258,3
136,0.595,2.242,12
137,0.589,2.212,8
138,0.592,2.188,6
139,0.593,2.162,8
140,0.595,2.14,10
141,0.592,2.104,16
142,0.593,2.051,10
143,0.591,2.014,4
144,0.59,1.997,7
145,0.59,1.984,5
146,0.59,1.97,5
147,0.59,1.947,3
148,0.59,1.933,4
149,0.584,1.913,5
150,0.582,1.886,8
151,0.585,1.866,9
152,0.585,1.85,6
153,0.587,1.83,6
154,0.585,1.808,10
155,0.585,1.778,4
156,0.587,1.76,14
157,0.576,1.72,8
158,0.585,1.697,4
159,0.585,1.68,11
160,0.594,1.661,8
161,0.594,1.647,10
162,0.591,1.62,0
163,0.593,1.613,1
164,0.594,1.606,11
165,0.593,1.596,11
166,0.592,1.576,5
167,0.592,1.555,12
168,0.593,1.531,5
169,0.591,1.511,14
170,0.588,1.466,11
171,0.595,1.419,1
172,0.593,1.411,11
173,0.594,1.391,12
174,0.592,1.356,9
175,0.589,1.328,9
176,0.585,1.298,10
177,0.586,1.274,8
178,0.586,1.261,15
179,0.592,1.238,2
180,0.596,1.234,23
181,0.594,1.191,17
182,0.595,1.164,6
183,0.596,1.15,14
184,0.595,1.123,10
185,0.597,1.1,7
186,0.594,1.074,0
187,0.593,1.068,2
188,0.591,1.059,10
189,0.595,1.033,14
190,0.591,1.015,15
191,0.593,0.974,10
192,0.593,0.95,11
193,0.591,0.902,8
194,0.59,0.865,9
195,0.584,0.828,14
196,0.585,0.77,4
197,0.582,0.75,14
198,0.579,0.699,13
199,0.58,0.654,18
200,0.57,0.604,0
201,0.574,0.592,15
202,0.566,0.554,1
203,0.573,0.548,21
204,0.577,0.507,12
205,0.583,0.479,4
206,0.586,0.46,8
207,0.591,0.442,1
208,0.592,0.426,10
209,0.583,0.415,1
210,0.595,0.393,2
211,0.593,0.382,15
212,0.594,0.355,12
213,0.596,0.328,2
214,0.601,0.312,8
215,0.601,0.292,1
216,0.601,0.284,3
217,0.601,0.279,12
218,0.602,0.249,8
219,0.597,0.232,9
220,0.603,0.218,10
221,0.598,0.188,7
222,0.6,0.166,9
223,0.6,0.146,1
224,0.604,0.136,14
225,0.613,0.099,1
226,0.584,0.089,5
227,0.575,0.069,6
228,0.588,0.047,3
229,0.582,0.027,
