 ,X,Y,resin.duct.count
1,0.382,3.006,0
2,0.388,2.959,2
3,0.396,2.944,13
4,0.411,2.883,20
5,0.469,2.753,30
6,0.482,2.629,25
7,0.485,2.431,24
8,0.49,2.314,20
9,0.506,2.183,26
10,0.534,2.039,35
11,0.507,1.797,14
12,0.507,1.717,15
13,0.512,1.592,8
14,0.501,1.541,11
15,0.496,1.474,11
16,0.503,1.377,13
17,0.504,1.302,19
18,0.511,1.12,14
19,0.522,0.986,8
20,0.524,0.914,30
21,0.528,0.682,2
22,0.532,0.632,10
23,0.528,0.577,11
24,0.526,0.489,4
25,0.525,0.469,10
26,0.52,0.393,13
27,0.526,0.292,11
28,0.528,0.184,
