 ,X,Y,resin.duct.count
1,0.684,2.843,0
2,0.681,2.814,4
3,0.69,2.796,14
4,0.698,2.762,11
5,0.696,2.735,14
6,0.693,2.691,15
7,0.697,2.661,18
8,0.695,2.619,24
9,0.694,2.568,15
10,0.689,2.53,17
11,0.682,2.488,0
12,0.649,2.474,0
13,0.65,2.467,16
14,0.642,2.436,1
15,0.647,2.429,6
16,0.65,2.416,12
17,0.644,2.384,4
18,0.644,2.369,18
19,0.642,2.336,20
20,0.644,2.295,15
21,0.644,2.227,4
22,0.643,2.188,9
23,0.64,2.125,2
24,0.638,2.091,15
25,0.632,2.043,14
26,0.636,1.967,0
27,0.639,1.937,14
28,0.633,1.878,1
29,0.632,1.837,8
30,0.624,1.784,8
31,0.621,1.748,10
32,0.623,1.705,0
33,0.618,1.69,16
34,0.61,1.613,0
35,0.618,1.569,9
36,0.617,1.519,16
37,0.618,1.448,6
38,0.618,1.387,12
39,0.63,1.32,12
40,0.628,1.219,5
41,0.632,1.144,0
42,0.632,1.133,1
43,0.631,1.1,17
44,0.642,1.024,16
45,0.641,0.948,0
46,0.639,0.914,7
47,0.633,0.867,3
48,0.632,0.823,10
49,0.652,0.767,0
50,0.654,0.746,8
51,0.652,0.709,16
52,0.65,0.64,7
53,0.638,0.58,1
54,0.638,0.552,2
55,0.634,0.54,15
56,0.624,0.487,1
57,0.621,0.461,2
58,0.621,0.435,11
59,0.616,0.387,11
60,0.631,0.332,0
61,0.631,0.319,1
62,0.63,0.292,11
63,0.63,0.243,
