 ,X,Y,resin.duct.count
1,0.292,3.212,NA
2,0.315,3.213,NA
3,0.369,3.139,19
4,0.395,3.085,28
5,0.433,3.013,24
6,0.45,2.936,14
7,0.459,2.904,19
8,0.469,2.863,30
9,0.488,2.793,2
10,0.49,2.788,6
11,0.491,2.764,31
12,0.509,2.698,19
13,0.525,2.613,14
14,0.529,2.566,1
15,0.53,2.559,8
16,0.537,2.502,21
17,0.545,2.416,5
18,0.552,2.369,30
19,0.556,2.212,22
20,0.561,2.094,16
21,0.563,2.021,28
22,0.559,1.91,24
23,0.555,1.793,31
24,0.552,1.666,18
25,0.562,1.554,7
26,0.566,1.515,3
27,0.565,1.504,5
28,0.566,1.489,9
29,0.552,1.458,30
30,0.562,1.355,20
31,0.562,1.231,11
32,0.559,1.174,16
33,0.576,1.109,1
34,0.566,1.083,22
35,0.561,1.011,14
36,0.561,0.961,0
37,0.555,0.947,1
38,0.555,0.936,19
39,0.556,0.875,0
40,0.557,0.858,10
41,0.56,0.838,3
42,0.557,0.825,20
43,0.56,0.747,12
44,0.563,0.682,15
45,0.577,0.626,6
46,0.568,0.588,21
47,0.579,0.456,6
48,0.586,0.39,15
49,0.586,0.333,8
50,0.579,0.29,0
51,0.578,0.28,0
52,0.57,0.269,5
53,0.568,0.262,11
54,0.57,0.223,17
55,0.569,0.199,
