 ,X,Y,resin.duct.count
1,0.825,2.275,0
2,0.818,2.246,10
3,0.815,2.226,23
4,0.8,2.188,12
5,0.796,2.16,29
6,0.763,2.087,22
7,0.755,2.027,22
8,0.713,1.93,21
9,0.705,1.881,17
10,0.687,1.815,12
11,0.68,1.743,14
12,0.688,1.704,16
13,0.698,1.645,2
14,0.703,1.615,6
15,0.703,1.585,12
16,0.71,1.556,11
17,0.72,1.514,11
18,0.72,1.498,16
19,0.728,1.422,0
20,0.732,1.389,9
21,0.733,1.358,15
22,0.733,1.3,1
23,0.745,1.245,16
24,0.738,1.188,15
25,0.74,1.104,2
26,0.807,1.069,0
27,0.797,1.058,0
28,0.795,1.029,15
29,0.787,0.975,6
30,0.792,0.918,0
31,0.791,0.902,10
32,0.77,0.866,0
33,0.768,0.84,8
34,0.772,0.813,2
35,0.778,0.803,13
36,0.78,0.763,3
37,0.781,0.747,17
38,0.779,0.686,0
39,0.772,0.66,1
40,0.769,0.645,3
41,0.77,0.612,8
42,0.753,0.58,3
43,0.752,0.56,12
44,0.753,0.493,1
45,0.755,0.463,8
46,0.758,0.427,8
47,0.763,0.393,4
48,0.767,0.352,2
49,0.769,0.341,1
50,0.767,0.324,9
51,0.768,0.284,
