 ,X,Y,resin.duct.count
1,0.291,6.689,NA
2,0.324,6.695,NA
3,0.465,6.689,NA
4,0.51,6.612,NA
5,0.544,6.577,18
6,0.596,6.455,21
7,0.608,6.32,25
8,0.641,6.168,16
9,0.662,6.07,24
10,0.656,5.917,8
11,0.662,5.868,24
12,0.664,5.735,23
13,0.675,5.581,24
14,0.675,5.494,9
15,0.676,5.45,11
16,0.679,5.411,19
17,0.687,5.39,5
18,0.689,5.384,8
19,0.693,5.358,18
20,0.711,5.292,17
21,0.729,5.207,19
22,0.731,5.139,11
23,0.736,5.089,24
24,0.741,5.029,17
25,0.724,4.906,18
26,0.695,4.832,28
27,0.701,4.681,18
28,0.708,4.554,22
29,0.713,4.427,14
30,0.713,4.367,18
31,0.712,4.254,21
32,0.691,4.051,13
33,0.699,3.994,20
34,0.704,3.874,17
35,0.701,3.757,18
36,0.701,3.612,13
37,0.705,3.549,4
38,0.705,3.511,23
39,0.714,3.401,21
40,0.714,3.291,18
41,0.713,3.188,15
42,0.72,3.066,15
43,0.715,2.942,18
44,0.714,2.834,18
45,0.72,2.701,7
46,0.711,2.617,18
47,0.72,2.513,8
48,0.721,2.449,15
49,0.716,2.333,24
50,0.714,2.148,23
51,0.71,1.994,12
52,0.713,1.952,14
53,0.714,1.874,4
54,0.713,1.811,16
55,0.72,1.708,0
56,0.724,1.679,21
57,0.718,1.588,8
58,0.706,1.551,12
59,0.709,1.492,2
60,0.715,1.47,12
61,0.701,1.412,10
62,0.703,1.321,15
63,0.721,1.204,16
64,0.731,1.136,27
65,0.698,0.877,7
66,0.741,0.811,16
67,0.746,0.723,11
68,0.76,0.596,10
69,0.771,0.542,9
70,0.775,0.454,11
71,0.781,0.33,
