 ,X,Y,resin.duct.count
1,0.406,3.698,0
2,0.418,3.651,12
3,0.424,3.622,22
4,0.447,3.512,26
5,0.46,3.419,20
6,0.491,3.236,20
7,0.494,3.112,20
8,0.495,3.011,15
9,0.503,2.922,25
10,0.507,2.765,18
11,0.519,2.547,29
12,0.519,2.379,15
13,0.506,2.288,24
14,0.516,2.141,15
15,0.514,2.067,20
16,0.522,1.91,13
17,0.52,1.818,13
18,0.526,1.7,5
19,0.522,1.659,9
20,0.548,1.554,16
21,0.52,1.472,15
22,0.5,1.387,15
23,0.524,1.214,13
24,0.506,1.107,10
25,0.52,1.018,29
26,0.526,0.806,5
27,0.539,0.763,8
28,0.524,0.696,23
29,0.524,0.527,2
30,0.525,0.514,10
31,0.526,0.491,7
32,0.529,0.425,30
33,0.541,0.261,
