 ,X,Y,resin.duct.count
1,0.58,1.867,0
2,0.581,1.842,11
3,0.581,1.815,22
4,0.583,1.777,14
5,0.583,1.748,28
6,0.586,1.707,43
7,0.593,1.626,34
8,0.6,1.496,27
9,0.621,1.433,18
10,0.6,1.376,23
11,0.599,1.32,9
12,0.606,1.288,15
13,0.61,1.208,27
14,0.616,1.098,18
15,0.62,1.057,15
16,0.62,0.99,22
17,0.614,0.922,17
18,0.622,0.866,17
19,0.612,0.762,18
20,0.612,0.691,17
21,0.627,0.606,26
22,0.616,0.5,10
23,0.61,0.441,9
24,0.604,0.41,8
25,0.602,0.373,1
26,0.604,0.352,20
27,0.61,0.327,1
28,0.612,0.312,10
29,0.607,0.261,
