 ,X,Y,resin.duct.count
1,0.474,6.438,0
2,0.476,6.4,9
3,0.481,6.336,15
4,0.504,6.271,10
5,0.511,6.218,8
6,0.528,6.158,2
7,0.53,6.123,5
8,0.534,6.079,4
9,0.534,6.046,13
10,0.537,5.948,4
11,0.537,5.887,14
12,0.548,5.774,10
13,0.557,5.689,11
14,0.567,5.621,8
15,0.568,5.548,5
16,0.578,5.471,7
17,0.592,5.403,7
18,0.604,5.338,11
19,0.606,5.306,17
20,0.614,5.207,9
21,0.616,5.111,11
22,0.608,5.016,6
23,0.618,4.925,4
24,0.618,4.89,11
25,0.623,4.821,5
26,0.619,4.774,9
27,0.625,4.705,7
28,0.624,4.657,7
29,0.621,4.58,2
30,0.624,4.484,8
31,0.613,4.407,3
32,0.621,4.349,10
33,0.625,4.281,4
34,0.633,4.209,12
35,0.64,4.116,9
36,0.653,4.047,15
37,0.65,3.967,6
38,0.651,3.938,6
39,0.657,3.895,1
40,0.652,3.848,1
41,0.654,3.832,9
42,0.655,3.77,4
43,0.65,3.733,5
44,0.653,3.679,3
45,0.658,3.659,9
46,0.657,3.596,7
47,0.653,3.544,7
48,0.654,3.472,8
49,0.654,3.4,7
50,0.657,3.335,9
51,0.644,3.296,10
52,0.641,3.258,6
53,0.641,3.224,10
54,0.646,3.159,10
55,0.643,3.118,11
56,0.642,3.074,7
57,0.641,2.997,7
58,0.644,2.961,6
59,0.644,2.908,9
60,0.651,2.852,7
61,0.649,2.792,10
62,0.65,2.729,6
63,0.649,2.683,6
64,0.655,2.639,6
65,0.657,2.583,0
66,0.659,2.571,4
67,0.664,2.535,12
68,0.672,2.495,9
69,0.671,2.471,11
70,0.681,2.448,5
71,0.683,2.432,9
72,0.686,2.406,8
73,0.687,2.367,0
74,0.688,2.359,8
75,0.69,2.322,6
76,0.695,2.288,1
77,0.693,2.268,7
78,0.694,2.234,8
79,0.693,2.199,1
80,0.7,2.172,8
81,0.698,2.124,8
82,0.699,2.056,9
83,0.693,2.009,12
84,0.684,1.908,0
85,0.685,1.894,6
86,0.685,1.866,10
87,0.69,1.817,0
88,0.691,1.802,13
89,0.673,1.754,2
90,0.682,1.715,8
91,0.677,1.68,4
92,0.677,1.651,5
93,0.677,1.619,9
94,0.677,1.595,13
95,0.687,1.54,2
96,0.686,1.504,6
97,0.69,1.465,1
98,0.703,1.415,9
99,0.699,1.343,5
100,0.698,1.306,6
101,0.695,1.276,15
102,0.699,1.225,6
103,0.7,1.216,4
104,0.703,1.165,3
105,0.705,1.112,9
106,0.706,1.066,12
107,0.711,1.022,2
108,0.715,1.008,7
109,0.717,0.963,11
110,0.718,0.914,4
111,0.717,0.886,1
112,0.719,0.88,11
113,0.719,0.841,8
114,0.729,0.813,4
115,0.73,0.798,11
116,0.733,0.769,8
117,0.733,0.743,1
118,0.737,0.727,12
119,0.741,0.706,8
120,0.759,0.673,4
121,0.766,0.663,8
122,0.777,0.619,0
123,0.782,0.601,
