 ,X,Y,resin.duct.count
1,0.386,3.994,0
2,0.383,3.969,8
3,0.375,3.936,6
4,0.371,3.911,8
5,0.37,3.886,9
6,0.364,3.864,17
7,0.359,3.81,14
8,0.346,3.778,16
9,0.349,3.721,17
10,0.34,3.661,19
11,0.328,3.567,11
12,0.317,3.509,11
13,0.309,3.434,13
14,0.304,3.381,10
15,0.301,3.321,4
16,0.304,3.248,9
17,0.318,3.173,10
18,0.31,3.092,13
19,0.306,2.972,15
20,0.297,2.861,11
21,0.256,2.775,15
22,0.274,2.664,14
23,0.273,2.586,14
24,0.289,2.509,15
25,0.291,2.391,14
26,0.302,2.273,9
27,0.317,2.164,18
28,0.309,2.072,14
29,0.302,1.969,13
30,0.296,1.884,15
31,0.302,1.804,14
32,0.298,1.718,18
33,0.294,1.629,11
34,0.294,1.547,16
35,0.296,1.491,12
36,0.296,1.416,14
37,0.3,1.363,13
38,0.302,1.324,10
39,0.308,1.258,16
40,0.3,1.176,15
41,0.286,1.123,18
42,0.294,1.033,19
43,0.29,0.943,15
44,0.29,0.866,18
45,0.296,0.779,13
46,0.299,0.724,5
47,0.291,0.655,21
48,0.293,0.539,10
49,0.284,0.459,12
50,0.279,0.392,15
51,0.269,0.314,24
52,0.274,0.254,9
53,0.268,0.203,12
54,0.273,0.148,0
55,0.274,0.111,
