 ,X,Y,resin.duct.count
1,0.028,5.626,0
2,0.04,5.612,8
3,0.079,5.548,15
4,0.107,5.469,22
5,0.138,5.399,11
6,0.151,5.359,31
7,0.18,5.277,24
8,0.205,5.162,25
9,0.216,5.036,19
10,0.24,4.928,19
11,0.247,4.846,20
12,0.264,4.756,17
13,0.276,4.665,18
14,0.283,4.551,1
15,0.287,4.521,3
16,0.298,4.485,16
17,0.298,4.427,12
18,0.289,4.363,11
19,0.283,4.288,13
20,0.287,4.232,16
21,0.289,4.168,8
22,0.294,4.137,3
23,0.302,4.119,11
24,0.276,4.066,11
25,0.291,4.013,14
26,0.289,3.954,11
27,0.302,3.914,9
28,0.3,3.854,17
29,0.288,3.747,13
30,0.301,3.681,14
31,0.295,3.603,13
32,0.292,3.543,8
33,0.288,3.47,10
34,0.307,3.445,16
35,0.295,3.373,0
36,0.296,3.353,9
37,0.305,3.317,6
38,0.291,3.262,11
39,0.301,3.213,0
40,0.31,3.179,10
41,0.288,3.152,0
42,0.311,3.122,0
43,0.307,3.107,8
44,0.307,3.092,4
45,0.311,3.069,21
46,0.312,2.997,15
47,0.316,2.927,6
48,0.314,2.895,10
49,0.31,2.831,6
50,0.315,2.784,6
51,0.314,2.753,13
52,0.302,2.696,0
53,0.302,2.671,4
54,0.295,2.633,17
55,0.3,2.577,7
56,0.301,2.531,10
57,0.269,2.507,8
58,0.278,2.483,13
59,0.293,2.437,0
60,0.294,2.394,12
61,0.292,2.316,8
62,0.291,2.268,0
63,0.312,2.222,14
64,0.31,2.196,23
65,0.305,2.073,18
66,0.303,1.989,13
67,0.294,1.907,21
68,0.327,1.822,12
69,0.327,1.781,6
70,0.326,1.726,8
71,0.326,1.671,16
72,0.318,1.582,20
73,0.306,1.46,10
74,0.282,1.39,4
75,0.306,1.333,11
76,0.309,1.265,15
77,0.307,1.188,19
78,0.295,1.075,17
79,0.292,0.969,1
80,0.291,0.935,9
81,0.288,0.901,2
82,0.287,0.876,5
83,0.282,0.833,5
84,0.271,0.796,12
85,0.262,0.754,6
86,0.259,0.718,8
87,0.25,0.694,17
88,0.271,0.606,0
89,0.276,0.556,16
90,0.281,0.482,10
91,0.295,0.405,4
92,0.286,0.374,15
93,0.311,0.238,5
94,0.307,0.185,8
95,0.304,0.113,
