 ,X,Y,resin.duct.count
1,0.307,5.347,0
2,0.323,5.311,11
3,0.323,5.278,10
4,0.329,5.226,5
5,0.336,5.19,14
6,0.344,5.135,0
7,0.35,5.118,11
8,0.344,5.09,17
9,0.347,5.06,5
10,0.351,5.039,13
11,0.352,5.023,7
12,0.353,4.997,22
13,0.354,4.939,14
14,0.351,4.898,10
15,0.342,4.839,8
16,0.351,4.786,10
17,0.341,4.755,0
18,0.344,4.732,7
19,0.345,4.708,6
20,0.344,4.695,4
21,0.343,4.666,8
22,0.354,4.639,8
23,0.342,4.62,9
24,0.348,4.603,5
25,0.343,4.575,1
26,0.346,4.565,0
27,0.352,4.557,9
28,0.347,4.538,1
29,0.351,4.525,1
30,0.352,4.512,3
31,0.353,4.494,6
32,0.352,4.48,8
33,0.351,4.467,4
34,0.355,4.433,12
35,0.356,4.393,7
36,0.353,4.379,14
37,0.362,4.286,0
38,0.361,4.246,22
39,0.358,4.116,20
40,0.376,3.948,11
41,0.382,3.868,0
42,0.388,3.843,13
43,0.395,3.732,1
44,0.398,3.711,8
45,0.393,3.664,10
46,0.409,3.609,12
47,0.416,3.548,4
48,0.448,3.423,18
49,0.456,3.242,24
50,0.443,3.063,5
51,0.447,3.005,13
52,0.444,2.94,20
53,0.439,2.785,3
54,0.435,2.728,8
55,0.438,2.696,7
56,0.433,2.64,3
57,0.448,2.594,3
58,0.441,2.563,9
59,0.45,2.507,1
60,0.446,2.476,3
61,0.446,2.444,5
62,0.446,2.406,14
63,0.44,2.336,2
64,0.44,2.309,5
65,0.441,2.287,9
66,0.44,2.246,1
67,0.442,2.202,5
68,0.438,2.188,4
69,0.432,2.154,0
70,0.426,2.141,8
71,0.429,2.115,3
72,0.43,2.095,8
73,0.425,2.067,4
74,0.423,2.035,4
75,0.419,2.009,3
76,0.419,1.997,8
77,0.414,1.957,6
78,0.417,1.92,10
79,0.415,1.845,0
80,0.416,1.841,11
81,0.418,1.795,0
82,0.429,1.773,2
83,0.439,1.728,5
84,0.421,1.668,5
85,0.429,1.648,3
86,0.435,1.612,5
87,0.437,1.589,6
88,0.439,1.556,0
89,0.439,1.549,2
90,0.434,1.527,8
91,0.434,1.497,0
92,0.435,1.478,11
93,0.435,1.447,7
94,0.435,1.404,1
95,0.438,1.391,3
96,0.446,1.367,8
97,0.446,1.356,3
98,0.448,1.338,13
99,0.442,1.205,7
100,0.452,1.155,8
101,0.462,1.102,6
102,0.466,1.044,16
103,0.481,0.939,1
104,0.47,0.879,9
105,0.468,0.822,2
106,0.467,0.799,16
107,0.469,0.675,3
108,0.47,0.647,5
109,0.469,0.638,3
110,0.472,0.621,5
111,0.471,0.598,5
112,0.474,0.569,
