 ,X,Y,resin.duct.count
1,0.299,3.967,0
2,0.313,3.958,10
3,0.335,3.931,7
4,0.35,3.926,10
5,0.37,3.898,9
6,0.375,3.869,21
7,0.403,3.846,13
8,0.428,3.815,8
9,0.442,3.796,12
10,0.454,3.773,19
11,0.479,3.748,12
12,0.494,3.727,24
13,0.505,3.695,19
14,0.517,3.666,26
15,0.527,3.616,25
16,0.536,3.57,16
17,0.511,3.491,17
18,0.518,3.472,21
19,0.521,3.425,18
20,0.525,3.386,19
21,0.531,3.35,18
22,0.506,3.293,22
23,0.511,3.235,4
24,0.511,3.22,19
25,0.515,3.188,14
26,0.526,3.158,17
27,0.539,3.115,5
28,0.541,3.098,7
29,0.539,3.065,11
30,0.539,3.051,11
31,0.539,3.021,6
32,0.542,2.999,17
33,0.544,2.953,16
34,0.55,2.908,12
35,0.562,2.857,15
36,0.568,2.805,16
37,0.574,2.759,20
38,0.578,2.711,17
39,0.586,2.666,20
40,0.573,2.612,18
41,0.576,2.542,2
42,0.569,2.514,14
43,0.593,2.482,16
44,0.558,2.434,13
45,0.562,2.403,11
46,0.558,2.354,15
47,0.564,2.328,15
48,0.567,2.297,9
49,0.567,2.259,15
50,0.565,2.223,19
51,0.577,2.184,13
52,0.57,2.139,14
53,0.566,2.085,17
54,0.558,2.024,7
55,0.556,1.996,8
56,0.553,1.959,13
57,0.546,1.921,7
58,0.544,1.894,1
59,0.544,1.888,8
60,0.544,1.874,7
61,0.542,1.859,3
62,0.539,1.849,7
63,0.535,1.824,14
64,0.536,1.799,1
65,0.534,1.786,13
66,0.531,1.752,6
67,0.531,1.721,14
68,0.538,1.686,12
69,0.538,1.656,6
70,0.537,1.629,4
71,0.545,1.617,6
72,0.543,1.598,7
73,0.546,1.587,5
74,0.547,1.573,2
75,0.547,1.567,9
76,0.546,1.551,8
77,0.552,1.529,8
78,0.557,1.508,13
79,0.557,1.484,3
80,0.562,1.463,4
81,0.552,1.434,15
82,0.549,1.414,4
83,0.548,1.394,4
84,0.544,1.38,2
85,0.546,1.366,11
86,0.55,1.342,2
87,0.551,1.331,4
88,0.551,1.32,11
89,0.551,1.302,8
90,0.547,1.28,0
91,0.543,1.275,9
92,0.539,1.257,7
93,0.526,1.238,2
94,0.534,1.223,5
95,0.536,1.203,5
96,0.522,1.185,2
97,0.521,1.173,6
98,0.511,1.153,10
99,0.505,1.128,7
100,0.498,1.105,9
101,0.501,1.061,14
102,0.487,1.025,9
103,0.482,0.99,8
104,0.473,0.947,15
105,0.484,0.907,5
106,0.479,0.892,8
107,0.476,0.87,3
108,0.476,0.851,8
109,0.472,0.822,18
110,0.486,0.783,9
111,0.486,0.757,8
112,0.485,0.742,5
113,0.48,0.725,3
114,0.488,0.702,10
115,0.48,0.685,4
116,0.439,0.668,6
117,0.478,0.622,8
118,0.468,0.603,6
119,0.442,0.595,3
120,0.452,0.568,11
121,0.448,0.54,4
122,0.445,0.529,3
123,0.442,0.512,10
124,0.432,0.485,8
125,0.42,0.466,8
126,0.417,0.425,5
127,0.422,0.398,12
128,0.429,0.363,7
129,0.429,0.327,11
130,0.426,0.304,3
131,0.426,0.284,5
132,0.422,0.255,
