 ,X,Y,resin.duct.count
1,0.299,3.666,NA
2,0.32,3.663,NA
3,0.372,3.592,37
4,0.413,3.474,17
5,0.443,3.428,39
6,0.492,3.352,16
7,0.505,3.315,17
8,0.517,3.294,20
9,0.519,3.251,14
10,0.532,3.19,11
11,0.542,3.154,21
12,0.556,3.089,7
13,0.557,3.055,11
14,0.56,3.027,20
15,0.559,2.967,4
16,0.566,2.938,14
17,0.567,2.907,13
18,0.573,2.868,12
19,0.575,2.835,15
20,0.58,2.791,22
21,0.593,2.761,2
22,0.598,2.719,18
23,0.604,2.66,14
24,0.583,2.618,25
25,0.578,2.592,7
26,0.588,2.563,13
27,0.572,2.508,5
28,0.571,2.451,6
29,0.572,2.418,11
30,0.574,2.343,12
31,0.579,2.293,3
32,0.58,2.254,10
33,0.579,2.226,13
34,0.586,2.188,14
35,0.583,2.141,5
36,0.583,2.112,14
37,0.579,2.065,12
38,0.575,2.025,18
39,0.569,1.964,9
40,0.567,1.935,25
41,0.568,1.876,14
42,0.562,1.851,11
43,0.565,1.823,18
44,0.562,1.78,16
45,0.566,1.732,18
46,0.566,1.675,20
47,0.558,1.6,12
48,0.554,1.555,13
49,0.561,1.519,14
50,0.563,1.488,10
51,0.565,1.455,20
52,0.568,1.424,12
53,0.567,1.371,11
54,0.567,1.35,11
55,0.578,1.302,18
56,0.581,1.252,8
57,0.583,1.231,15
58,0.585,1.2,5
59,0.586,1.18,7
60,0.588,1.163,14
61,0.593,1.127,18
62,0.585,1.04,22
63,0.584,0.942,21
64,0.58,0.875,27
65,0.599,0.78,8
66,0.597,0.728,17
67,0.597,0.677,20
68,0.595,0.596,0
69,0.594,0.581,21
70,0.591,0.518,12
71,0.584,0.461,12
72,0.587,0.423,
