 ,X,Y,resin.duct.count
1,0.797,3.473,0
2,0.787,3.456,4
3,0.781,3.449,4
4,0.773,3.432,3
5,0.77,3.417,3
6,0.766,3.406,1
7,0.763,3.397,3
8,0.756,3.385,6
9,0.751,3.367,7
10,0.746,3.344,5
11,0.741,3.327,14
12,0.728,3.304,15
13,0.723,3.271,21
14,0.721,3.221,15
15,0.717,3.186,22
16,0.705,3.137,2
17,0.705,3.111,2
18,0.704,3.079,5
19,0.704,3.073,0
20,0.706,3.053,11
21,0.7,3.011,0
22,0.698,2.995,16
23,0.685,2.962,9
24,0.7,2.922,11
25,0.692,2.875,8
26,0.698,2.835,7
27,0.697,2.792,5
28,0.692,2.763,7
29,0.693,2.735,12
30,0.692,2.687,9
31,0.697,2.645,14
32,0.691,2.589,16
33,0.681,2.494,10
34,0.678,2.425,16
35,0.676,2.337,7
36,0.676,2.283,12
37,0.673,2.248,5
38,0.674,2.212,2
39,0.674,2.194,11
40,0.676,2.156,12
41,0.686,2.097,5
42,0.688,2.031,17
43,0.694,1.955,15
44,0.7,1.895,1
45,0.7,1.889,18
46,0.694,1.799,8
47,0.694,1.73,0
48,0.694,1.709,12
49,0.698,1.647,0
50,0.699,1.623,10
51,0.703,1.585,1
52,0.703,1.575,0
53,0.699,1.552,3
54,0.697,1.526,17
55,0.677,1.458,14
56,0.673,1.392,6
57,0.673,1.342,10
58,0.671,1.259,7
59,0.661,1.191,11
60,0.654,1.104,18
61,0.663,1.026,4
62,0.666,0.973,6
63,0.671,0.937,3
64,0.672,0.884,14
65,0.673,0.829,9
66,0.669,0.753,8
67,0.672,0.711,2
68,0.681,0.703,6
69,0.688,0.677,11
70,0.69,0.637,4
71,0.69,0.606,0
72,0.689,0.598,8
73,0.695,0.567,2
74,0.695,0.555,2
75,0.695,0.54,6
76,0.698,0.5,10
77,0.691,0.449,3
78,0.694,0.43,11
79,0.69,0.367,0
80,0.695,0.351,0
81,0.696,0.335,10
82,0.698,0.289,4
83,0.701,0.274,12
84,0.706,0.219,4
85,0.708,0.188,4
86,0.717,0.14,
