 ,X,Y,resin.duct.count
1,0.608,3.449,0
2,0.61,3.438,31
3,0.59,3.372,29
4,0.591,3.342,18
5,0.588,3.323,49
6,0.562,3.246,39
7,0.551,3.183,29
8,0.559,3.134,30
9,0.555,3.056,22
10,0.552,3.018,18
11,0.547,2.977,32
12,0.563,2.883,31
13,0.575,2.8,35
14,0.562,2.713,31
15,0.576,2.627,33
16,0.583,2.55,21
17,0.584,2.491,24
18,0.608,2.413,21
19,0.608,2.344,17
20,0.615,2.268,27
21,0.613,2.171,22
22,0.613,2.096,18
23,0.631,1.995,25
24,0.634,1.91,21
25,0.633,1.823,24
26,0.641,1.76,14
27,0.64,1.7,21
28,0.636,1.624,25
29,0.641,1.567,19
30,0.639,1.53,17
31,0.638,1.484,21
32,0.638,1.427,18
33,0.632,1.375,14
34,0.632,1.317,21
35,0.626,1.258,24
36,0.623,1.183,16
37,0.611,1.143,19
38,0.605,1.074,17
39,0.603,1.04,16
40,0.61,1.004,17
41,0.614,0.947,18
42,0.608,0.9,14
43,0.614,0.848,17
44,0.62,0.77,12
45,0.616,0.733,5
46,0.619,0.692,17
47,0.623,0.664,9
48,0.627,0.639,11
49,0.627,0.613,6
50,0.638,0.584,11
51,0.638,0.547,12
52,0.637,0.51,
