 ,X,Y,resin.duct.count
1,0.164,2.954,0
2,0.166,2.949,14
3,0.174,2.921,21
4,0.171,2.893,17
5,0.166,2.882,9
6,0.166,2.875,17
7,0.169,2.848,12
8,0.168,2.821,30
9,0.171,2.792,11
10,0.169,2.778,9
11,0.175,2.759,28
12,0.179,2.709,36
13,0.188,2.637,30
14,0.184,2.56,20
15,0.185,2.522,30
16,0.21,2.452,7
17,0.205,2.412,18
18,0.172,2.349,17
19,0.181,2.273,24
20,0.194,2.193,22
21,0.204,2.11,9
22,0.204,2.064,7
23,0.207,2.03,0
24,0.207,2.022,8
25,0.207,1.997,1
26,0.21,1.975,12
27,0.216,1.937,1
28,0.208,1.91,11
29,0.218,1.846,5
30,0.217,1.827,23
31,0.219,1.723,16
32,0.23,1.666,16
33,0.224,1.613,1
34,0.232,1.583,21
35,0.223,1.52,4
36,0.22,1.487,28
37,0.214,1.433,29
38,0.215,1.354,7
39,0.219,1.31,14
40,0.22,1.277,10
41,0.224,1.241,14
42,0.212,1.196,3
43,0.213,1.17,23
44,0.211,1.091,19
45,0.214,1.018,0
46,0.215,1.002,14
47,0.209,0.957,21
48,0.21,0.883,15
49,0.209,0.843,14
50,0.207,0.803,2
51,0.207,0.787,19
52,0.19,0.727,16
53,0.198,0.677,3
54,0.204,0.658,12
55,0.208,0.611,6
56,0.205,0.6,9
57,0.205,0.583,0
58,0.205,0.565,24
59,0.204,0.517,18
60,0.208,0.458,12
61,0.204,0.423,8
62,0.205,0.391,19
63,0.207,0.314,8
64,0.211,0.286,11
65,0.198,0.25,11
66,0.192,0.205,7
67,0.195,0.176,
