 ,X,Y,resin.duct.count
1,0.095,2.955,NA
2,0.125,2.949,NA
3,0.191,2.923,NA
4,0.242,2.894,11
5,0.323,2.862,13
6,0.34,2.84,12
7,0.354,2.835,8
8,0.363,2.817,1
9,0.37,2.808,11
10,0.383,2.79,2
11,0.392,2.783,9
12,0.399,2.765,17
13,0.422,2.716,14
14,0.429,2.684,2
15,0.443,2.668,12
16,0.449,2.649,4
17,0.455,2.635,22
18,0.464,2.578,5
19,0.47,2.547,2
20,0.449,2.484,16
21,0.454,2.453,13
22,0.458,2.389,21
23,0.469,2.308,3
24,0.476,2.253,17
25,0.483,2.176,8
26,0.484,2.106,2
27,0.487,2.075,19
28,0.475,2.002,4
29,0.478,1.964,1
30,0.482,1.946,4
31,0.482,1.924,7
32,0.482,1.894,1
33,0.485,1.881,17
34,0.486,1.794,5
35,0.482,1.744,1
36,0.485,1.727,13
37,0.486,1.659,4
38,0.487,1.623,11
39,0.497,1.58,13
40,0.498,1.486,7
41,0.48,1.419,3
42,0.483,1.407,4
43,0.485,1.363,17
44,0.483,1.288,5
45,0.483,1.239,0
46,0.482,1.216,6
47,0.481,1.205,8
48,0.486,1.17,8
49,0.478,1.131,14
50,0.479,1.083,12
51,0.475,1.022,12
52,0.473,0.964,1
53,0.469,0.941,5
54,0.467,0.904,0
55,0.468,0.885,9
56,0.473,0.867,3
57,0.463,0.843,7
58,0.463,0.822,0
59,0.459,0.793,17
60,0.451,0.737,0
61,0.452,0.709,34
62,0.453,0.632,15
63,0.437,0.548,7
64,0.426,0.498,0
65,0.426,0.481,10
66,0.427,0.445,5
67,0.432,0.415,
