 ,X,Y,resin.duct.count
1,0.78,1.533,0
2,0.779,1.517,11
3,0.778,1.492,20
4,0.779,1.459,28
5,0.778,1.418,31
6,0.772,1.366,32
7,0.767,1.321,30
8,0.771,1.272,15
9,0.763,1.256,9
10,0.766,1.242,24
11,0.765,1.193,21
12,0.759,1.139,11
13,0.772,1.108,14
14,0.755,1.086,5
15,0.756,1.056,17
16,0.749,1.013,17
17,0.751,0.959,17
18,0.762,0.92,21
19,0.75,0.868,10
20,0.75,0.841,11
21,0.746,0.806,10
22,0.743,0.773,17
23,0.75,0.741,13
24,0.746,0.701,12
25,0.752,0.673,18
26,0.753,0.626,10
27,0.744,0.604,13
28,0.749,0.565,5
29,0.749,0.549,10
30,0.748,0.525,5
31,0.75,0.514,9
32,0.754,0.495,2
33,0.761,0.476,5
34,0.76,0.464,11
35,0.752,0.432,2
36,0.748,0.417,10
37,0.748,0.394,5
38,0.748,0.379,5
39,0.743,0.356,4
40,0.742,0.337,4
41,0.741,0.321,10
42,0.737,0.29,2
43,0.733,0.266,7
44,0.732,0.246,5
45,0.725,0.233,12
46,0.723,0.202,10
47,0.722,0.177,6
48,0.724,0.132,
