 ,X,Y,resin.duct.count
1,0.12,2.019,0
2,0.134,1.981,4
3,0.158,1.921,7
4,0.173,1.881,9
5,0.168,1.806,0
6,0.211,1.79,13
7,0.219,1.738,18
8,0.25,1.693,3
9,0.247,1.646,14
10,0.252,1.509,17
11,0.264,1.382,11
12,0.275,1.292,12
13,0.269,1.254,10
14,0.26,1.172,13
15,0.256,1.122,14
16,0.272,1.053,12
17,0.274,0.984,10
18,0.269,0.935,2
19,0.264,0.914,9
20,0.265,0.849,2
21,0.263,0.825,1
22,0.269,0.797,10
23,0.267,0.731,6
24,0.263,0.671,8
25,0.277,0.633,11
26,0.268,0.551,2
27,0.268,0.508,1
28,0.275,0.473,6
29,0.265,0.399,8
30,0.257,0.349,3
31,0.262,0.328,1
32,0.262,0.316,9
33,0.261,0.274,12
34,0.252,0.194,
