 ,X,Y,resin.duct.count
1,0.39,2.039,0
2,0.396,2.027,10
3,0.406,2.006,31
4,0.412,1.933,34
5,0.42,1.865,17
6,0.417,1.829,5
7,0.422,1.812,20
8,0.436,1.789,36
9,0.44,1.724,35
10,0.455,1.611,32
11,0.46,1.556,6
12,0.459,1.532,4
13,0.464,1.514,17
14,0.478,1.47,19
15,0.471,1.406,13
16,0.479,1.376,20
17,0.475,1.33,15
18,0.48,1.294,2
19,0.486,1.272,17
20,0.486,1.226,31
21,0.492,1.124,43
22,0.497,0.958,33
23,0.514,0.853,39
24,0.515,0.733,17
25,0.511,0.652,21
26,0.517,0.554,22
27,0.521,0.446,19
28,0.525,0.383,4
29,0.527,0.364,15
30,0.534,0.305,11
31,0.532,0.238,5
32,0.533,0.204,
