 ,X,Y,resin.duct.count
1,0.913,4.808,0
2,0.91,4.788,4
3,0.91,4.776,7
4,0.909,4.763,7
5,0.905,4.748,6
6,0.903,4.734,14
7,0.898,4.7,20
8,0.883,4.643,9
9,0.883,4.619,16
10,0.881,4.608,19
11,0.876,4.576,29
12,0.877,4.533,25
13,0.876,4.488,38
14,0.854,4.419,4
15,0.856,4.381,12
16,0.856,4.344,15
17,0.854,4.308,26
18,0.856,4.271,9
19,0.851,4.247,30
20,0.838,4.162,20
21,0.833,4.134,2
22,0.834,4.102,25
23,0.821,4.004,14
24,0.806,3.971,12
25,0.812,3.948,4
26,0.815,3.932,25
27,0.818,3.891,0
28,0.816,3.874,22
29,0.819,3.817,35
30,0.815,3.724,26
31,0.813,3.654,28
32,0.806,3.558,36
33,0.801,3.398,18
34,0.799,3.318,19
35,0.796,3.263,18
36,0.794,3.192,20
37,0.796,3.15,22
38,0.799,3.101,0
39,0.799,3.096,11
40,0.798,3.059,7
41,0.802,3.035,15
42,0.8,2.979,15
43,0.796,2.911,7
44,0.798,2.892,3
45,0.8,2.881,2
46,0.801,2.871,6
47,0.801,2.856,14
48,0.802,2.822,16
49,0.801,2.759,23
50,0.805,2.667,12
51,0.804,2.62,8
52,0.795,2.568,11
53,0.778,2.527,11
54,0.768,2.485,11
55,0.767,2.415,15
56,0.759,2.338,11
57,0.763,2.243,12
58,0.755,2.187,10
59,0.757,2.111,22
60,0.758,2.024,19
61,0.756,1.916,26
62,0.746,1.807,1
63,0.748,1.762,18
64,0.757,1.656,13
65,0.763,1.576,20
66,0.765,1.507,0
67,0.765,1.474,23
68,0.764,1.393,0
69,0.766,1.367,19
70,0.769,1.263,20
71,0.767,1.177,8
72,0.768,1.111,13
73,0.763,1.055,13
74,0.762,0.994,19
75,0.752,0.9,17
76,0.759,0.772,14
77,0.767,0.694,11
78,0.771,0.673,15
79,0.773,0.61,9
80,0.771,0.59,12
81,0.772,0.573,2
82,0.773,0.57,7
83,0.775,0.561,2
84,0.775,0.553,11
85,0.774,0.538,6
86,0.775,0.513,5
87,0.773,0.499,4
88,0.771,0.484,10
89,0.775,0.458,0
90,0.775,0.453,19
91,0.777,0.438,
