 ,X,Y,resin.duct.count
1,0.77,3.864,NA
2,0.748,3.864,NA
3,0.717,3.852,NA
4,0.652,3.846,NA
5,0.617,3.821,9
6,0.576,3.768,11
7,0.525,3.711,20
8,0.463,3.656,15
9,0.461,3.593,3
10,0.452,3.579,13
11,0.449,3.557,10
12,0.442,3.519,17
13,0.444,3.4,4
14,0.461,3.333,10
15,0.448,3.274,8
16,0.447,3.227,12
17,0.492,3.099,1
18,0.478,3.076,8
19,0.461,3.028,11
20,0.45,2.974,2
21,0.468,2.895,10
22,0.448,2.842,14
23,0.493,2.68,2
24,0.492,2.645,7
25,0.492,2.6,2
26,0.459,2.553,4
27,0.461,2.533,5
28,0.474,2.485,12
29,0.461,2.402,2
30,0.455,2.341,11
31,0.437,2.275,13
32,0.481,2.171,0
33,0.484,2.111,0
34,0.487,2.086,6
35,0.486,2.025,5
36,0.489,1.979,7
37,0.491,1.943,2
38,0.494,1.903,6
39,0.496,1.866,3
40,0.495,1.851,2
41,0.498,1.777,11
42,0.492,1.683,0
43,0.493,1.66,15
44,0.498,1.575,0
45,0.497,1.539,3
46,0.487,1.48,4
47,0.487,1.38,10
48,0.471,1.327,2
49,0.475,1.307,1
50,0.474,1.262,7
51,0.471,1.229,11
52,0.467,1.192,2
53,0.467,1.154,8
54,0.48,1.109,7
55,0.482,1.054,4
56,0.497,1.01,10
57,0.496,0.959,2
58,0.509,0.909,8
59,0.505,0.865,1
60,0.5,0.807,10
61,0.508,0.765,0
62,0.509,0.751,7
63,0.506,0.694,3
64,0.511,0.634,7
65,0.512,0.596,7
66,0.512,0.544,4
67,0.492,0.465,4
68,0.503,0.453,9
69,0.518,0.327,3
70,0.519,0.308,0
71,0.521,0.299,0
72,0.517,0.288,2
73,0.518,0.279,1
74,0.526,0.238,
