 ,X,Y,resin.duct.count
1,0.282,1.822,0
2,0.28,1.802,10
3,0.281,1.785,4
4,0.281,1.775,8
5,0.275,1.761,4
6,0.278,1.749,3
7,0.279,1.736,4
8,0.282,1.724,19
9,0.283,1.705,13
10,0.287,1.694,7
11,0.287,1.68,2
12,0.291,1.667,0
13,0.291,1.663,5
14,0.294,1.645,6
15,0.294,1.637,4
16,0.293,1.621,7
17,0.294,1.605,4
18,0.294,1.591,5
19,0.293,1.578,10
20,0.291,1.567,8
21,0.287,1.557,5
22,0.287,1.549,11
23,0.289,1.536,3
24,0.293,1.524,10
25,0.293,1.512,9
26,0.296,1.495,4
27,0.296,1.49,4
28,0.298,1.481,2
29,0.298,1.47,9
30,0.294,1.453,7
31,0.289,1.415,4
32,0.297,1.393,13
33,0.306,1.347,1
34,0.306,1.339,4
35,0.308,1.328,2
36,0.31,1.299,6
37,0.311,1.288,2
38,0.311,1.262,8
39,0.311,1.247,9
40,0.328,1.22,12
41,0.33,1.19,3
42,0.336,1.149,15
43,0.333,1.107,1
44,0.333,1.084,1
45,0.334,1.047,0
46,0.335,1.04,2
47,0.337,1.021,5
48,0.34,1.001,7
49,0.345,0.979,4
50,0.353,0.95,2
51,0.355,0.943,8
52,0.352,0.912,3
53,0.363,0.868,16
54,0.365,0.848,1
55,0.369,0.807,5
56,0.37,0.776,2
57,0.368,0.764,4
58,0.363,0.749,5
59,0.364,0.726,5
60,0.365,0.721,2
61,0.363,0.709,11
62,0.334,0.681,7
63,0.307,0.665,3
64,0.3,0.651,5
65,0.292,0.633,4
66,0.29,0.622,8
67,0.28,0.589,7
68,0.262,0.548,9
69,0.276,0.493,5
70,0.273,0.458,3
71,0.276,0.421,8
72,0.274,0.396,6
73,0.274,0.362,0
74,0.279,0.328,5
75,0.281,0.296,5
76,0.285,0.269,0
77,0.289,0.244,3
78,0.296,0.217,4
79,0.304,0.198,8
80,0.292,0.143,1
81,0.292,0.137,7
82,0.292,0.118,
