 ,X,Y,resin.duct.count
1,0.676,2.056,0
2,0.682,2.019,8
3,0.655,1.967,14
4,0.65,1.917,15
5,0.664,1.869,22
6,0.663,1.761,16
7,0.643,1.679,17
8,0.666,1.514,18
9,0.654,1.415,9
10,0.673,1.324,11
11,0.674,1.236,8
12,0.66,1.159,4
13,0.668,1.127,7
14,0.663,1.091,12
15,0.656,1.019,6
16,0.663,0.952,5
17,0.666,0.91,3
18,0.666,0.886,6
19,0.67,0.837,2
20,0.674,0.797,9
21,0.684,0.744,1
22,0.686,0.736,1
23,0.686,0.71,7
24,0.685,0.67,11
25,0.688,0.608,1
26,0.69,0.556,5
27,0.673,0.52,4
28,0.674,0.506,12
29,0.683,0.427,2
30,0.688,0.397,7
31,0.691,0.355,3
32,0.669,0.301,7
33,0.672,0.25,1
34,0.672,0.235,2
35,0.671,0.215,2
36,0.672,0.168,
