 ,X,Y,resin.duct.count
1,0.55,3.845,0
2,0.552,3.813,10
3,0.56,3.745,34
4,0.564,3.625,19
5,0.572,3.603,5
6,0.574,3.559,13
7,0.587,3.515,17
8,0.597,3.447,21
9,0.614,3.369,24
10,0.611,3.264,25
11,0.636,3.127,20
12,0.631,3,34
13,0.634,2.821,6
14,0.637,2.765,18
15,0.637,2.682,11
16,0.63,2.609,10
17,0.639,2.546,26
18,0.631,2.331,34
19,0.628,2.172,13
20,0.618,2.093,14
21,0.618,2.026,8
22,0.61,1.973,13
23,0.62,1.853,7
24,0.62,1.789,20
25,0.611,1.68,6
26,0.617,1.646,5
27,0.632,1.603,0
28,0.633,1.57,13
29,0.625,1.493,12
30,0.613,1.417,16
31,0.624,1.255,16
32,0.627,1.1,12
33,0.627,1.02,7
34,0.616,0.921,9
35,0.616,0.841,7
36,0.614,0.767,18
37,0.647,0.6,6
38,0.649,0.57,10
39,0.647,0.54,7
40,0.644,0.502,2
41,0.647,0.456,
