 ,X,Y,resin.duct.count
1,0.343,2.921,0
2,0.342,2.896,22
3,0.34,2.824,30
4,0.34,2.701,29
5,0.34,2.577,20
6,0.34,2.513,26
7,0.335,2.408,16
8,0.328,2.338,12
9,0.328,2.275,9
10,0.327,2.228,3
11,0.321,2.186,14
12,0.325,2.123,4
13,0.321,2.101,10
14,0.326,2.054,6
15,0.335,2.015,2
16,0.336,1.986,13
17,0.329,1.95,1
18,0.331,1.904,3
19,0.331,1.897,10
20,0.331,1.885,6
21,0.329,1.844,4
22,0.323,1.794,8
23,0.317,1.774,1
24,0.298,1.718,1
25,0.298,1.7,7
26,0.291,1.654,8
27,0.286,1.617,2
28,0.285,1.605,8
29,0.281,1.579,4
30,0.278,1.542,10
31,0.284,1.492,3
32,0.288,1.442,9
33,0.289,1.391,11
34,0.297,1.341,2
35,0.293,1.332,9
36,0.297,1.304,11
37,0.29,1.264,3
38,0.299,1.234,8
39,0.299,1.222,2
40,0.298,1.202,14
41,0.295,1.172,9
42,0.29,1.123,5
43,0.285,1.118,5
44,0.281,1.087,6
45,0.291,0.981,11
46,0.292,0.902,5
47,0.294,0.824,9
48,0.292,0.795,15
49,0.283,0.721,3
50,0.269,0.639,15
51,0.278,0.559,9
52,0.282,0.504,12
53,0.291,0.422,16
54,0.278,0.323,2
55,0.278,0.317,4
56,0.278,0.307,1
57,0.278,0.293,8
58,0.279,0.247,4
59,0.283,0.223,
