 ,X,Y,resin.duct.count
1,0.226,4.259,0
2,0.227,4.239,13
3,0.231,4.188,13
4,0.251,4.124,17
5,0.263,4.053,20
6,0.277,4.003,19
7,0.294,3.973,11
8,0.294,3.922,10
9,0.303,3.885,14
10,0.312,3.838,13
11,0.332,3.776,8
12,0.333,3.703,18
13,0.341,3.613,10
14,0.346,3.542,13
15,0.35,3.51,16
16,0.365,3.416,14
17,0.371,3.284,0
18,0.371,3.239,14
19,0.37,3.165,4
20,0.384,3.113,33
21,0.391,2.958,6
22,0.388,2.899,18
23,0.377,2.758,6
24,0.376,2.705,21
25,0.387,2.576,9
26,0.391,2.492,14
27,0.382,2.436,15
28,0.387,2.297,20
29,0.401,2.132,12
30,0.39,2.013,15
31,0.393,1.868,6
32,0.397,1.779,10
33,0.406,1.709,10
34,0.405,1.604,17
35,0.391,1.514,17
36,0.401,1.337,15
37,0.403,1.243,3
38,0.401,1.197,7
39,0.411,1.154,8
40,0.408,1.119,3
41,0.411,1.054,4
42,0.411,1.019,8
43,0.416,0.974,8
44,0.415,0.927,8
45,0.416,0.884,3
46,0.416,0.857,3
47,0.395,0.835,4
48,0.398,0.788,14
49,0.391,0.692,10
50,0.396,0.633,14
51,0.401,0.5,0
52,0.403,0.45,11
53,0.406,0.4,6
54,0.406,0.332,1
55,0.415,0.323,2
56,0.42,0.278,9
57,0.421,0.255,3
58,0.424,0.213,
