 ,X,Y,resin.duct.count
1,0.668,5.598,0
2,0.666,5.548,28
3,0.671,5.49,12
4,0.674,5.422,11
5,0.67,5.352,19
6,0.658,5.248,20
7,0.647,5.136,15
8,0.65,5.085,8
9,0.654,5.025,18
10,0.649,4.934,6
11,0.656,4.885,10
12,0.66,4.817,12
13,0.661,4.715,3
14,0.662,4.636,8
15,0.66,4.579,10
16,0.669,4.514,8
17,0.648,4.437,11
18,0.662,4.326,13
19,0.67,4.146,16
20,0.658,4.014,12
21,0.656,3.924,11
22,0.662,3.829,8
23,0.673,3.755,8
24,0.67,3.704,8
25,0.666,3.619,4
26,0.666,3.584,2
27,0.657,3.545,6
28,0.657,3.5,8
29,0.646,3.458,10
30,0.657,3.395,7
31,0.657,3.346,11
32,0.675,3.284,10
33,0.675,3.255,6
34,0.672,3.22,13
35,0.68,3.197,3
36,0.673,3.143,11
37,0.673,3.088,15
38,0.664,3.023,9
39,0.644,2.947,7
40,0.64,2.89,5
41,0.642,2.851,7
42,0.639,2.805,9
43,0.641,2.76,4
44,0.64,2.73,9
45,0.643,2.689,10
46,0.637,2.647,5
47,0.637,2.585,13
48,0.635,2.52,6
49,0.671,2.479,3
50,0.668,2.473,8
51,0.667,2.459,7
52,0.665,2.436,9
53,0.665,2.399,1
54,0.665,2.395,5
55,0.663,2.38,1
56,0.656,2.344,10
57,0.651,2.315,11
58,0.641,2.254,1
59,0.637,2.243,3
60,0.63,2.224,11
61,0.618,2.164,1
62,0.61,2.152,14
63,0.595,2.078,6
64,0.576,2.029,5
65,0.58,1.988,9
66,0.579,1.96,11
67,0.562,1.886,2
68,0.557,1.854,19
69,0.59,1.753,5
70,0.583,1.707,9
71,0.576,1.586,17
72,0.587,1.458,11
73,0.601,1.356,9
74,0.597,1.262,5
75,0.602,1.21,3
76,0.61,1.191,8
77,0.608,1.167,7
78,0.599,1.119,7
79,0.609,1.059,9
80,0.608,1.02,8
81,0.608,0.983,7
82,0.603,0.953,4
83,0.602,0.896,5
84,0.608,0.874,11
85,0.609,0.836,1
86,0.605,0.826,3
87,0.6,0.815,3
88,0.598,0.807,11
89,0.599,0.778,12
90,0.595,0.722,1
91,0.594,0.711,14
92,0.6,0.598,5
93,0.643,0.542,2
94,0.633,0.494,15
95,0.636,0.412,7
96,0.636,0.383,3
97,0.631,0.371,10
98,0.634,0.323,1
99,0.634,0.309,
