 ,X,Y,resin.duct.count
1,0.403,1.973,0
2,0.446,1.965,10
3,0.581,1.812,23
4,0.613,1.66,34
5,0.653,1.502,15
6,0.687,1.405,13
7,0.705,1.282,11
8,0.716,1.19,10
9,0.718,1.126,15
10,0.74,1.031,8
11,0.75,0.955,11
12,0.753,0.877,8
13,0.762,0.825,1
14,0.721,0.754,5
15,0.723,0.717,11
16,0.728,0.627,2
17,0.736,0.581,8
18,0.735,0.541,3
19,0.733,0.488,8
20,0.736,0.433,3
21,0.732,0.381,9
22,0.735,0.328,1
23,0.742,0.286,2
24,0.733,0.269,2
25,0.731,0.25,1
26,0.728,0.234,2
27,0.72,0.209,3
28,0.725,0.183,3
29,0.729,0.166,0
30,0.73,0.154,4
31,0.73,0.139,2
32,0.73,0.126,2
33,0.725,0.108,3
34,0.726,0.088,3
35,0.72,0.071,
