 ,X,Y,resin.duct.count
1,0.225,2.326,0
2,0.225,2.255,19
3,0.239,2.191,15
4,0.255,2.081,19
5,0.276,1.893,14
6,0.257,1.717,9
7,0.267,1.646,4
8,0.264,1.612,17
9,0.261,1.503,12
10,0.288,1.351,9
11,0.292,1.23,2
12,0.29,1.192,8
13,0.297,1.099,5
14,0.294,1.035,6
15,0.294,0.955,10
16,0.294,0.885,9
17,0.292,0.832,1
18,0.292,0.813,0
19,0.285,0.779,5
20,0.282,0.736,5
21,0.283,0.704,2
22,0.282,0.675,14
23,0.269,0.566,1
24,0.274,0.53,4
25,0.254,0.486,13
26,0.263,0.392,2
27,0.269,0.359,0
28,0.268,0.343,3
29,0.27,0.312,13
30,0.27,0.238,
