 ,X,Y,resin.duct.count
1,0.764,5.193,0
2,0.749,5.151,17
3,0.722,5.083,22
4,0.704,5.017,23
5,0.708,4.947,27
6,0.677,4.783,13
7,0.68,4.736,31
8,0.662,4.649,20
9,0.659,4.534,20
10,0.631,4.436,19
11,0.64,4.318,28
12,0.647,4.198,3
13,0.677,4.157,20
14,0.671,4.064,7
15,0.676,4.035,18
16,0.661,3.937,20
17,0.648,3.833,10
18,0.659,3.718,8
19,0.664,3.657,15
20,0.662,3.588,9
21,0.66,3.531,19
22,0.658,3.435,15
23,0.673,3.334,19
24,0.682,3.2,10
25,0.674,3.116,11
26,0.68,3.073,17
27,0.678,2.999,8
28,0.678,2.943,13
29,0.685,2.886,0
30,0.672,2.87,1
31,0.675,2.836,15
32,0.677,2.81,2
33,0.679,2.788,4
34,0.679,2.769,3
35,0.681,2.751,1
36,0.685,2.74,0
37,0.688,2.731,0
38,0.688,2.724,11
39,0.689,2.709,5
40,0.688,2.688,0
41,0.69,2.672,6
42,0.689,2.658,2
43,0.687,2.638,10
44,0.687,2.603,7
45,0.689,2.575,2
46,0.685,2.544,0
47,0.686,2.533,3
48,0.682,2.512,4
49,0.68,2.498,12
50,0.681,2.465,0
51,0.681,2.451,1
52,0.682,2.438,1
53,0.679,2.421,7
54,0.677,2.402,1
55,0.678,2.39,2
56,0.678,2.382,0
57,0.674,2.368,0
58,0.672,2.364,2
59,0.672,2.356,6
60,0.671,2.348,3
61,0.666,2.33,0
62,0.665,2.319,10
63,0.666,2.299,6
64,0.664,2.284,4
65,0.662,2.259,3
66,0.664,2.253,0
67,0.664,2.244,2
68,0.666,2.233,7
69,0.669,2.222,0
70,0.667,2.217,4
71,0.668,2.202,1
72,0.666,2.19,1
73,0.665,2.183,7
74,0.657,2.172,3
75,0.658,2.161,3
76,0.659,2.149,0
77,0.66,2.145,8
78,0.659,2.128,2
79,0.669,2.115,3
80,0.667,2.093,3
81,0.662,2.079,1
82,0.661,2.069,5
83,0.66,2.054,0
84,0.659,2.04,3
85,0.658,2.022,8
86,0.661,1.991,4
87,0.653,1.97,0
88,0.649,1.958,6
89,0.648,1.938,9
90,0.649,1.919,9
91,0.644,1.871,22
92,0.629,1.779,19
93,0.614,1.681,13
94,0.624,1.613,19
95,0.624,1.527,13
96,0.61,1.457,18
97,0.608,1.385,13
98,0.608,1.345,14
99,0.607,1.298,17
100,0.614,1.214,13
101,0.614,1.122,19
102,0.618,1.059,18
103,0.623,0.948,15
104,0.621,0.864,18
105,0.624,0.775,17
106,0.618,0.656,0
107,0.618,0.616,9
108,0.62,0.573,21
109,0.618,0.431,14
110,0.621,0.326,23
111,0.636,0.139,
