 ,X,Y,resin.duct.count
1,0.713,5.919,0
2,0.618,5.759,54
3,0.585,5.509,34
4,0.573,5.299,38
5,0.573,5.041,38
6,0.573,4.773,23
7,0.557,4.493,23
8,0.55,4.258,26
9,0.542,3.998,21
10,0.52,3.798,13
11,0.508,3.648,20
12,0.503,3.363,26
13,0.532,3.134,28
14,0.517,2.887,10
15,0.512,2.821,17
16,0.522,2.588,21
17,0.52,2.418,19
18,0.52,2.218,19
19,0.528,2.045,14
20,0.513,1.878,9
21,0.517,1.822,13
22,0.515,1.695,10
23,0.511,1.635,11
24,0.517,1.573,11
25,0.506,1.472,11
26,0.5,1.363,9
27,0.502,1.287,10
28,0.494,1.107,11
29,0.494,1.037,11
30,0.489,0.981,8
31,0.492,0.887,7
32,0.489,0.867,9
33,0.491,0.816,1
34,0.498,0.775,10
35,0.502,0.729,2
36,0.494,0.717,
