,Area,Mean,min,max
1,3.46E-05,149.429,110,183
2,1.68E-05,157.337,138,174
3,2.09E-05,163.402,138,186
4,1.44E-05,158.707,126,179
5,1.84E-05,159.106,119,197
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
