,Area,Mean,min,max
1,2.56E-05,187.416,165,207
2,1.92E-05,196.924,161,218
3,1.95E-05,197.875,162,217
4,2.85E-05,162.825,127,195
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
