,Area,Mean,min,max
1,2.50E-05,171.883,146,197
2,1.33E-05,169.066,136,188
3,2.81E-05,160.049,127,191
4,2.23E-05,162.364,137,186
5,2.54E-05,166.054,146,191
6,2.42E-05,171.065,142,198
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
