,Area,Mean,min,max
1,1.45E-05,140.541,111,165
2,1.09E-05,134.562,100,164
3,5.66E-06,138.431,123,154
4,5.08E-06,150.788,134,172
5,1.33E-05,122.632,101,150
6,1.35E-05,127.116,73,154
7,1.45E-05,118.993,70,145
8,7.72E-06,120.823,86,159
9,1.88E-05,139.073,111,165
10,1.72E-05,110.227,93,130
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
