,Area,Mean,min,max
1,1.73E-05,185.254,167,204
2,3.09E-05,177.212,154,202
3,2.03E-05,184.779,170,201
4,3.22E-05,186.83,169,202
5,1.73E-05,185.254,167,204
6,3.66E-05,179.941,155,204
7,1.68E-05,174.081,150,205
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
