,Area,Mean,min,max
1,1.88E-05,167.948,144,204
2,8.20E-06,170.262,131,193
3,1.33E-05,188.169,152,210
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
