,Area,Mean,min,max
1,5.12E-05,183.517,154,211
2,2.42E-05,185.125,159,202
3,3.48E-05,182.463,145,202
4,1.72E-05,166.506,151,185
5,2.95E-05,176.219,140,203
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
