,Area,Mean,min,max
1,1.56E-05,202.662,190,222
2,1.02E-05,189.404,165,207
3,2.09E-05,188.897,169,209
4,1.54E-05,180.886,142,209
5,1.02E-05,192.673,177,205
6,8.98E-06,191.065,172,203
7,1.12E-05,171.583,151,195
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
