,Area,Mean,min,max
1,2.34E-05,107.65,72,148
2,2.50E-05,138.352,107,176
3,4.05E-05,108.12,66,156
4,2.81E-05,139.389,106,166
5,2.27E-05,117.491,78,173
6,2.34E-05,107.65,72,148
7,3.00E-05,167.052,142,193
8,3.95E-05,122.589,101,145
9,3.56E-05,123.772,87,154
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
