,Area,Mean,min,max
1,1.68E-05,197.227,166,220
2,2.12E-05,175.751,139,198
3,6.84E-05,162.33,126,188
4,3.73E-05,169.563,125,200
5,3.56E-05,175.25,134,201
6,1.23E-04,157.54,108,200
7,6.25E-05,166.581,130,189
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
