,Area,Mean,min,max
1,4.05E-05,169.181,151,191
2,1.57E-05,181.329,143,215
3,2.85E-05,157.339,137,179
4,1.99E-05,170.02,148,195
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
