,Area,Mean,min,max
1,8.01E-05,170.276,96,204
2,4.25E-05,153.611,91,217
3,3.91E-05,169.532,95,207
4,1.88E-05,140.682,84,188
5,2.85E-05,192.521,144,230
6,2.05E-05,150.948,96,197
7,3.95E-05,152.51,103,175
8,1.23E-05,163.96,120,204
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
