,Area,Mean,min,max
1,1.72E-05,163.261,124,188
2,1.41E-05,165.09,138,191
3,1.41E-05,157.035,103,186
4,2.81E-05,167.122,132,193
5,1.72E-05,147.324,129,163
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
