,Area,Mean,min,max
1,2.81E-05,184.865,157,201
2,2.23E-05,151.952,131,172
3,1.60E-05,186.976,158,212
4,5.63E-05,170.271,122,199
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
