,Area,Mean,min,max
1,1.09E-05,110.545,92,134
2,1.52E-05,121.955,99,144
3,1.37E-05,97.871,81,114
4,1.43E-05,115.842,96,133
5,1.52E-05,121.955,99,144
,,,,
,,,,
,,,,
,,,,
,,,,
