,Area,Mean,min,max
1,2.92E-05,195.602,160,217
2,3.32E-05,175.565,150,191
3,4.37E-05,171.828,123,197
4,2.42E-05,166.661,147,189
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
