,Area,Mean,min,max
1,2.05E-05,182.49,134,216
2,2.23E-05,174.496,158,189
3,1.88E-05,172.635,147,193
4,2.27E-05,167.427,139,196
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
