,Area,Mean,min,max
1,8.20E-06,151.929,115,170
2,1.44E-05,161,144,180
3,2.21E-05,120.168,93,153
4,1.13E-05,118.655,66,163
5,1.76E-05,170.472,138,189
6,8.20E-06,151.929,115,170
7,3.48E-05,161.337,110,179
8,3.08E-05,162.683,136,179
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
