,Area,Mean,min,max
1,3.71E-05,183.716,150,203
2,3.09E-05,174.81,142,196
3,2.15E-05,166.214,143,194
4,3.91E-05,161.255,103,190
5,5.82E-05,159.302,95,200
6,2.46E-05,149.48,110,186
7,3.87E-05,150.212,99,189
8,5.55E-05,113.366,86,143
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
