,Area,Mean,min,max
1,3.36E-05,166.27,119,199
2,1.95E-05,171.96,126,213
3,2.93E-05,170.183,95,204
4,3.04E-05,167.415,118,199
5,2.03E-05,161.014,139,188
6,2.23E-05,167.32,103,201
7,2.38E-05,148.648,97,176
8,3.91E-05,147.79,125,182
9,2.59E-05,152.208,92,187
10,5.55E-05,1.45E+02,96,174
11,1.68E-05,1.13E+02,80,153
12,2.03E-05,1.30E+02,105,154
,,,,
,,,,
,,,,
,,,,
