,Area,Mean,min,max
1,3.95E-05,178.361,130,202
2,4.40E-05,183.534,152,204
3,2.23E-05,193.794,173,215
4,2.03E-05,168.562,129,200
5,2.50E-05,192.918,172,209
6,2.54E-05,177.923,149,196
7,3.24E-05,144.021,89,191
8,2.23E-05,198.382,183,214
9,1.33E-05,200.89,183,217
10,3.48E-05,1.89E+02,165,208
11,3.91E-05,1.88E+02,170,203
12,1.95E-05,1.90E+02,174,205
13,3.32E-05,1.88E+02,168,206
14,5.20E-05,1.91E+02,172,208
15,5.12E-05,1.85E+02,164,204
,,,,
